	word	proposed_splitting	count_pre	count_post
4872	nationalwineday	['national', 'wine', 'day']	1	
4873	penrith		2	
4874	democracy		9	8.0
4875	snow		1	2.0
4876	35mm	['35', 'mm']	1	
4877	philippines		1	
4878	jhenryfair		1	
4879	paleodiet		3	
4880	wepower	['we', 'power']	1	
4881	dumptrump	['dump', 'trump']	1	
4882	arcticministerial2019	['arctic', 'ministerial', '2019']	1	
4883	peatfree	['peat', 'free']	1	3.0
4884	maryrobinson		1	
4885	independents		2	
4886	recyle		1	
4887	mindset		1	
4888	wild_laughter	['wild', 'laughter']	1	
4889	greeninnovation	['green', 'innovation']	1	
4890	sdgglobalfest		2	
4891	ambitioustargets	['ambitious', 'targets']	1	
4892	sustainabledesign	['sustainable', 'design']	1	
4893	smog		4	
4894	passivehouse	['passive', 'house']	2	
4895	inclusion		1	
4896	nlgermany		2	
4897	changeagents	['change', 'agents']	1	
4898	internationalworkersday	['international', 'workers', 'day']	1	
4899	416fire	['416', 'fire']	1	
4900	endofcoal	['end', 'of', 'coal']	2	
4901	partnership		2	
4902	delhipollution		2	
4903	ausvote2019	['a', 'us', 'vote', '2019']	1	
4904	yinyang	['yin', 'yang']	3	
4905	emp		3	
4906	seaturtles	['sea', 'turtles']	1	
4907	article		1	
4908	act4hope	['act', '4', 'hope']	1	
4909	questioningquestionablescience	['questioning', 'questionable', 'science']	1	
4910	climatetechnology	['climate', 'technology']	1	
4911	deepgreen	['deep', 'green']	2	
4912	manifesto		1	
4913	nationalpopularvote	['national', 'popular', 'vote']	1	
4914	federalcarbontax	['federal', 'carbon', 'tax']	2	
4915	switch2sendai		1	
4916	guwahati		1	
4917	primaryelection	['primary', 'election']	1	
4918	fimc19		1	
4919	liberalhypocrisy	['liberal', 'hypocrisy']	1	
4920	clean		1	1.0
4921	globaldev		3	
4922	climatecult	['climate', 'cult']	1	
4923	satchat		1	
4924	mcewen		2	
4925	ldnclimateaction		1	
4926	climatemario		1	
4927	stained		1	
4928	campaign		1	
4929	extremeheat	['extreme', 'heat']	2	
4930	windenergy	['wind', 'energy']	1	2.0
4931	disbarbarr		1	
4932	weo	['we', 'o']	2	
4933	youngpeople	['young', 'people']	5	
4934	chevron		1	
4935	lyft		1	
4936	psr		1	
4937	reprocessing		2	
4938	saturdaythoughts		14	
4939	energialimpa		1	
4940	reefs		1	1.0
4941	conwy		1	
4942	planners		1	
4943	genderwar	['gender', 'war']	1	
4944	taxscam	['tax', 'scam']	1	1.0
4945	emojis	['emo', 'j', 'is']	1	
4946	image		1	
4947	aachencity		4	
4948	mapping		3	
4949	greennucleardeal	['green', 'nuclear', 'deal']	1	
4950	solomonislands		2	
4951	vietnam		3	1.0
4952	soya		1	
4953	artcompe2018	['art', 'comp', 'e', '2018']	1	
4954	g7	['g', '7']	10	3.0
4955	gdn		1	
4956	zerocarbonbill	['zero', 'carbon', 'bill']	4	2.0
4957	taan	['ta', 'an']	1	
4958	coalistoxic	['coal', 'is', 'toxic']	1	
4959	prochoice	['pro', 'choice']	3	
4960	satisfaction		3	
4961	powertothepeople	['power', 'to', 'the', 'people']	2	1.0
4962	wearetransport	['we', 'are', 'transport']	1	
4963	fascist		2	
4964	mycleanindia		2	
4965	miyokos		1	
4966	polls		1	
4967	finance		2	1.0
4968	heatingup	['heating', 'up']	1	
4969	healthemergencies	['health', 'emergencies']	1	
4970	holder		1	
4971	marchforourlives	['march', 'for', 'our', 'lives']	3	
4972	youthvgov	['youth', 'v', 'gov']	1	
4973	essay		5	
4974	saveourforests	['save', 'our', 'forests']	1	
4975	megasense	['mega', 'sense']	2	
4976	sr15		2	
4977	deadline2030	['deadline', '2030']	1	
4978	climateoptimism	['climate', 'optimism']	2	
4979	wildmind	['wild', 'mind']	1	
4980	terradata		1	
4981	africaliberationday		1	
4982	riseforclimate	['rise', 'for', 'climate']	1	2.0
4983	antarctica		22	2.0
4984	floodwater		1	
4985	drr		1	4.0
4986	youthvoices19	['youth', 'voices', '19']	1	
4987	altfin	['alt', 'fin']	1	
4988	datamatters	['data', 'matters']	1	
4989	election		1	
4990	theenvironment	['the', 'environment']	1	
4991	seasnakes	['sea', 'snakes']	2	
4992	heart		1	
4993	oatmilk	['oat', 'milk']	2	
4994	kanigo		1	
4995	pastoralists		1	
4996	exctinctionrebellion		1	
4997	budget		2	
4998	progressives		1	
4999	tvawt		1	
5000	uq	['u', 'q']	1	
5001	corps		1	
5002	deniers		2	
5003	ابردزدی		2	
5004	lungs		1	
5005	dirtytrucks	['dirty', 'trucks']	1	
5006	8		3	
5007	ourislandsourhome	['our', 'islands', 'our', 'home']	1	
5008	academictwitter	['academic', 'twitter']	1	
5009	usask	['us', 'ask']	1	
5010	tourism		3	1.0
5011	wednesday		1	
5012	climateresilient	['climate', 'resilient']	1	
5013	metering		1	
5014	beehivesv	['beehives', 'v']	1	
5015	unreliables	['unreliable', 's']	5	
5016	pollution		41	47.0
5017	roundtable2018		1	
5018	blackcarbon	['black', 'carbon']	2	
5019	resilientcities	['resilient', 'cities']	4	
5020	bonn		1	2.0
5021	edtechchat	['ed', 'tech', 'chat']	1	
5022	phillip		1	
5023	biology		1	
5024	lawforall	['law', 'for', 'all']	1	
5025	pacificregionalism	['pacific', 'regionalism']	1	
5026	remotesensing	['remote', 'sensing']	3	
5027	leishmaniasis		1	
5028	ccac		1	
5029	womeninpolitics	['women', 'in', 'politics']	1	
5030	bettereducation	['better', 'education']	1	
5031	nzpol		2	8.0
5032	timefortravelwriting	['time', 'for', 'travel', 'writing']	1	
5033	crisis		1	5.0
5034	gilgitbaltistan		1	
5035	peat		1	
5036	nixon		1	
5037	morons		1	
5038	ashkoman		1	
5039	reclaimtheheadlines	['reclaim', 'the', 'headlines']	1	
5040	ecology		11	7.0
5041	baltimoretheatre		1	
5042	nswvotes		1	
5043	surviveandthrive	['survive', 'and', 'thrive']	2	
5044	wherearethechildren	['where', 'are', 'the', 'children']	1	
5045	teamjean	['team', 'jean']	2	
5046	pm25	['pm', '25']	1	
5047	leed	['lee', 'd']	1	
5048	worldfoodsafetyday	['world', 'food', 'safety', 'day']	1	
5049	factoryfarming	['factory', 'farming']	2	1.0
5050	cons		1	
5051	kaust		2	
5052	econews		1	
5053	ipcc49		1	
5054	citinewsroom		1	
5055	freewebinar		1	
5056	sahm		1	
5057	ourcommonhome	['our', 'common', 'home']	3	
5058	idb2018	['i', 'db', '2018']	1	
5059	plantmoretrees	['plant', 'more', 'trees']	1	
5060	marinelife	['marine', 'life']	2	3.0
5061	ethereum	['e', 'there', 'um']	2	1.0
5062	blueplanet	['blue', 'planet']	4	1.0
5063	plan		1	
5064	redd		2	1.0
5065	minnesota		1	
5066	hunger		6	3.0
5067	recities	['re', 'cities']	1	
5068	agroforestry		1	2.0
5069	april12		1	
5070	engineers		1	
5071	migration		18	6.0
5072	scheer		1	
5073	woods		2	
5074	junkscience	['junk', 'science']	3	
5075	beaconhigh	['beacon', 'high']	1	
5076	newdisasterrealities	['new', 'disaster', 'realities']	1	
5077	kaseabears		1	
5078	peace		11	7.0
5079	globalcooling	['global', 'cooling']	4	8.0
5080	organicfashion	['organic', 'fashion']	1	
5081	socialisolation	['social', 'isolation']	1	
5082	garissa	['gar', 'is', 's', 'a']	2	
5083	theworldisonfire	['the', 'world', 'is', 'on', 'fire']	2	1.0
5084	rubiconforest		7	
5085	onlocation	['on', 'location']	1	
5086	immigration		4	4.0
5087	saveearth	['save', 'earth']	1	3.0
5088	cornbelt	['corn', 'belt']	1	
5089	climateedge	['climate', 'edge']	2	
5090	ttot	['t', 'to', 't']	1	
5091	premigration		1	
5092	reinsurance		1	
5093	buildbetterbefore	['build', 'better', 'before']	1	
5094	whatisyourcarbonfootprint	['what', 'is', 'your', 'carbon', 'footprint']	1	
5095	margate		1	
5096	lighting		2	
5097	hydro		4	
5098	planetaryhealth	['planetary', 'health']	1	
5099	greenplanet	['green', 'planet']	1	
5100	renewable		8	6.0
5101	climatepolicy	['climate', 'policy']	2	1.0
5102	betoorourke		2	
5103	alarmistrhetoric	['alarmist', 'rhetoric']	1	
5104	tehsil		1	
5105	bathwritersandartists	['bath', 'writers', 'and', 'artists']	1	
5106	energis	['en', 'erg', 'is']	1	
5107	co2patsy	['co', '2', 'patsy']	1	
5108	gpc		1	
5109	backinthegame	['back', 'in', 'the', 'game']	2	
5110	moneylaundering	['money', 'laundering']	1	
5111	redbubble	['red', 'bubble']	1	
5112	cpcb		1	
5113	genderdiversity	['gender', 'diversity']	1	
5114	beto2020	['be', 'to', '2020']	7	
5115	ss4cnz		4	
5116	nog18		1	
5117	incorrect		1	
5118	fooledbyfrond	['fooled', 'by', 'frond']	1	
5119	socialist		2	4.0
5120	project		1	
5121	naturalresources	['natural', 'resources']	1	
5122	netting		4	
5123	olive		2	
5124	fossilfreeenergy	['fossil', 'free', 'energy']	1	
5125	deeplearning	['deep', 'learning']	1	
5126	mondaythoughts		4	
5127	mexico		1	1.0
5128	ted		1	1.0
5129	flowerday	['flower', 'day']	1	
5130	forestrightsact	['forest', 'rights', 'act']	1	
5131	bbcr4pm		1	
5132	禅		3	
5133	ac360	['ac', '360']	1	
5134	token		14	
5135	sustainablebizsummit	['sustainable', 'biz', 'summit']	1	
5136	womenofthearctic	['women', 'of', 'the', 'arctic']	1	
5137	shortfilm	['short', 'film']	1	
5138	attenborough		3	
5139	hydrogen		3	
5140	architecturematters	['architecture', 'matters']	1	
5141	welovetheearth	['we', 'love', 'the', 'earth']	2	
5142	stoppalmoil	['stop', 'palm', 'oil']	1	
5143	heatdome	['heat', 'dome']	1	
5144	olympics		1	1.0
5145	indiacts		1	
5146	stupid		1	
5147	elisegornish		1	
5148	suzydavies		1	
5149	teach4climate	['teach', '4', 'climate']	1	
5150	settledscience	['settled', 'science']	1	
5151	iamcannabis		1	
5152	degradation		2	
5153	sustainabledeath	['sustainable', 'death']	1	
5154	earth101	['earth', '101']	2	
5155	sibiusummit		1	
5156	ecolife		1	
5157	veganic		1	
5158	familiesbelongtogether	['families', 'belong', 'together']	1	
5159	firewood		1	
5160	climatehysteria	['climate', 'hysteria']	1	
5161	nucleareurope		1	
5162	edu		1	
5163	businessasusual	['business', 'as', 'usual']	2	
5164	faith4earth	['faith', '4', 'earth']	1	
5165	listen		1	
5166	bushfire		3	1.0
5167	malawifloods2019		1	
5168	birdlife		1	
5169	360video	['360', 'video']	1	
5170	ginamccarthy		1	
5171	wentworthvotes		3	
5172	futureofenergy	['future', 'of', 'energy']	1	
5173	riotinto	['riot', 'into']	1	
5174	xr	['x', 'r']	27	
5175	smarthouse	['smart', 'house']	1	
5176	30daysofwild	['30', 'days', 'of', 'wild']	1	
5177	sjw		2	
5178	disastersarenotnatural	['disasters', 'are', 'not', 'natural']	1	
5179	climatehero	['climate', 'hero']	2	
5180	butterflies		1	1.0
5181	drones		2	2.0
5182	pruitt	['pr', 'u', 'it', 't']	3	
5183	therainmakers	['the', 'rainmakers']	1	
5184	cleanenergyeu		6	1.0
5185	charity		3	1.0
5186	microclimates	['micro', 'climates']	1	
5187	storage		1	
5188	auto		1	
5189	greenmarketing	['green', 'marketing']	1	
5190	onebigchange	['one', 'big', 'change']	2	
5191	filmsnotdead	['films', 'not', 'dead']	1	
5192	qcpoli		2	7.0
5193	capcsa		1	
5194	ipccreport		1	
5195	ecologicalrestoration	['ecological', 'restoration']	1	1.0
5196	plughole	['plug', 'hole']	1	
5197	nrcansci		1	
5198	sdgscameroon		1	
5199	nuclearforclimate	['nuclear', 'for', 'climate']	1	
5200	audaciousproject	['audacious', 'project']	1	
5201	goals		1	
5202	bias		1	
5203	whitesupremacy	['white', 'supremacy']	6	
5204	beef		6	1.0
5205	alliance		1	
5206	commonwealthhru	['commonwealth', 'hr', 'u']	1	
5207	chad		1	
5208	peacefulprotests	['peaceful', 'protests']	1	
5209	pharmacare	['p', 'harm', 'a', 'care']	1	
5210	forthepeople	['for', 'the', 'people']	3	
5211	globalheatwave	['global', 'heatwave']	1	
5212	calor	['cal', 'or']	1	
5213	theunitednations	['the', 'united', 'nations']	1	
5214	2030now	['2030', 'now']	1	
5215	johniadarola		1	
5216	ethics		3	1.0
5217	forest		6	8.0
5218	folloforfolloback	['fol', 'lo', 'for', 'fol', 'lo', 'back']	1	
5219	mobileapp	['mobile', 'app']	1	
5220	fff		24	
5221	ringthebellforclimate	['ring', 'the', 'bell', 'for', 'climate']	1	
5222	abuse		1	
5223	ms13	['ms', '13']	1	
5224	votedemout	['voted', 'em', 'out']	1	
5225	murraydarling		5	
5226	sunsetphotography	['sunset', 'photography']	1	
5227	article50	['article', '50']	1	
5228	brexit		11	12.0
5229	synbio	['syn', 'bio']	1	1.0
5230	subsidies		2	
5231	rebate		1	
5232	newburyport		1	
5233	developpementdurable		1	
5234	earth		28	38.0
5235	ghggw		1	
5236	ethoslifestyle	['ethos', 'lifestyle']	6	10.0
5237	schoolsafety	['school', 'safety']	1	
5238	nativetwitter	['native', 'twitter']	1	
5239	endangeredspeciesday	['endangered', 'species', 'day']	1	
5240	ineosteamuk		1	
5241	caprimary	['ca', 'primary']	1	
5242	climatechangebill	['climate', 'change', 'bill']	1	
5243	hpsci	['hp', 'sci']	1	
5244	cwr	['cw', 'r']	1	
5245	foodsystems	['food', 'systems']	1	
5246	pharma	['p', 'harm', 'a']	1	
5247	chelsea		1	
5248	climatechane		1	
5249	whateverittakes	['whatever', 'it', 'takes']	1	
5250	please		2	
5251	lalege	['la', 'leg', 'e']	1	
5252	australiavoted		1	
5253	csoforumabidjan		1	
5254	lifebelowwater	['life', 'below', 'water']	5	
5255	gopcomplicit		1	
5256	scholarships		1	
5257	companies		4	1.0
5258	notmeus	['not', 'me', 'us']	3	
5259	iaspreparation	['i', 'as', 'preparation']	1	
5260	cameroun		1	1.0
5261	adapting		1	
5262	climatchangeisreal		1	
5263	capacitybuildingprogramme		1	
5264	bluepanda	['blue', 'panda']	7	
5265	sb69		1	
5266	introgressiomics		1	
5267	facialrecognition	['facial', 'recognition']	1	
5268	cambridge		1	1.0
5269	lps19		3	
5270	whywewontrest	['why', 'we', 'wont', 'rest']	1	
5271	mchinperu2019		1	
5272	fpr	['f', 'pr']	2	
5273	techforgood	['tech', 'for', 'good']	2	
5274	uselessplastic	['useless', 'plastic']	1	
5275	zerocarbonlondon		1	
5276	lowpoly	['low', 'poly']	4	
5277	stingjet	['sting', 'jet']	1	
5278	civilsociety	['civil', 'society']	1	
5279	gunsafetyreform	['gun', 'safety', 'reform']	1	
5280	balochistan		2	
5281	texas		1	4.0
5282	hurricane		7	1.0
5283	glaciers		8	7.0
5284	phenomenallyvegan	['phenomenally', 'vegan']	2	
5285	asiapacific		5	1.0
5286	climatecollapse	['climate', 'collapse']	2	
5287	mtnews	['mt', 'news']	1	
5288	virtue		1	
5289	regenerative		3	
5290	slowdown		1	
5291	nocleancoal	['no', 'clean', 'coal']	1	
5292	mondaymotivation		3	16.0
5293	indopacific		1	
5294	reproductivecare	['reproductive', 'care']	1	
5295	deception		1	
5296	watershortages	['water', 'shortages']	1	
5297	rainonsnow	['rain', 'on', 'snow']	1	
5298	metamorphosis		2	
5299	libdems		2	
5300	wewantwildlife	['we', 'want', 'wildlife']	1	
5301	instagramdown		1	
5302	greenland19		1	
5303	drugs		1	
5304	sdg13		11	9.0
5305	publichealth	['public', 'health']	2	4.0
5306	lifeprogramme		1	2.0
5307	francis		1	
5308	portugal		2	
5309	rollingstone	['rolling', 'stone']	1	
5310	insiders		12	7.0
5311	hyderabad		3	
5312	fphd		1	
5313	carrfire		1	
5314	anyonebutnats		1	
5315	public		1	
5316	iasen	['i', 'as', 'en']	1	
5317	immigrant		1	
5318	justiciaambiental		1	
5319	emergencia		1	
5320	diesal		1	
5321	podernfamily		1	
5322	verra		2	
5323	writing		1	1.0
5324	psychology		1	
5325	climateleader	['climate', 'leader']	4	
5326	frenchwords	['french', 'words']	1	
5327	tideturning	['tide', 'turning']	1	1.0
5328	sdglive		2	
5329	marei	['mare', 'i']	1	
5330	nepotism		1	
5331	ausmedia	['a', 'us', 'media']	1	
5332	nebraska		2	1.0
5333	filmmaker		1	
5334	worldbanks	['world', 'banks']	1	
5335	workersrights	['workers', 'rights']	2	
5336	ice2ice	['ice', '2', 'ice']	2	
5337	statesassemly		1	
5338	applynow	['apply', 'now']	1	
5339	qanda		27	10.0
5340	ourblueplanet	['our', 'blue', 'planet']	2	
5341	freeenergy	['free', 'energy']	1	
5342	suspense		1	
5343	gtu	['gt', 'u']	1	
5344	farming		9	6.0
5345	plsaticpollution	['pl', 's', 'a', 'tic', 'pollution']	1	
5346	ceinv		2	
5347	geese		1	
5348	amoc		1	
5349	rainforest		1	3.0
5350	depression		4	
5351	fucktrump	['fuck', 'trump']	1	2.0
5352	savethecoean		1	
5353	consumers		2	
5354	nativejustice	['native', 'justice']	1	
5355	brazil		4	7.0
5356	atmosphericresearch	['atmospheric', 'research']	1	
5357	klima		1	
5358	temperatures		1	1.0
5359	tshirts	['t', 'shirts']	4	
5360	pipa		1	
5361	venustoken		1	
5362	beatairpollution	['beat', 'air', 'pollution']	1	13.0
5363	gettinghotter	['getting', 'hotter']	1	
5364	lufc		5	
5365	newnuclearnow	['new', 'nuclear', 'now']	1	
5366	donaldtrump		1	2.0
5367	seals		2	
5368	buildthewall	['build', 'the', 'wall']	1	
5369	cdnfoi		1	
5370	salisburyfest19		1	
5371	communicate		1	
5372	singlepayer	['single', 'payer']	1	
5373	mena	['men', 'a']	1	
5374	capitalmarkets	['capital', 'markets']	1	
5375	climatetalks	['climate', 'talks']	1	
5376	pioneer		1	
5377	seaweed		1	
5378	animalrights	['animal', 'rights']	6	13.0
5379	parrots		1	
5380	glfkyoto2019		2	
5381	industry40	['industry', '40']	1	
5382	animalright	['animal', 'right']	1	
5383	things		1	
5384	leftistfraud	['leftist', 'fraud']	1	
5385	sheffield		1	
5386	kadvihawa		1	
5387	oceanenergy	['ocean', 'energy']	2	
5388	regulations		1	
5389	thursdaymotivation		2	
5390	marxism2018		2	
5391	acciónclimatica		1	
5392	read		3	1.0
5393	probonowork		1	
5394	lrt		1	
5395	livefastanddieyoung	['live', 'fast', 'and', 'die', 'young']	1	
5396	embodiedcarbon	['embodied', 'carbon']	1	
5397	batteries		1	
5398	hiatus		1	
5399	energyclimate	['energy', 'climate']	2	
5400	senate2020	['senate', '2020']	1	
5401	candidates		1	
5402	mandeladay		1	
5403	transpapuahighway		2	
5404	trumpenvironment	['trump', 'environment']	2	
5405	cannes		1	
5406	nuclearweapons	['nuclear', 'weapons']	2	
5407	stopsoilpollution	['s', 'topsoil', 'pollution']	1	
5408	cutshurtkids	['cuts', 'hurt', 'kids']	1	
5409	mayday		1	2.0
5410	climatechangednames	['climate', 'changed', 'names']	1	
5411	releasethefullreport	['release', 'the', 'full', 'report']	5	
5412	brighton		1	1.0
5413	physics		1	
5414	circulareconomy	['circular', 'economy']	12	10.0
5415	sierraleone		3	
5416	breatheeasyweek	['breathe', 'easy', 'week']	1	
5417	praguesummit19		1	
5418	clairefoy		1	
5419	greenevolution	['green', 'evolution']	2	
5420	mustread	['must', 'read']	2	
5421	auteur		1	
5422	climatedialogue	['climate', 'dialogue']	1	
5423	caclimate	['ca', 'climate']	1	
5424	vlad		1	
5425	mattidubee		2	
5426	worstpresidentever	['worst', 'president', 'ever']	1	
5427	sundaytimes		1	
5428	meltingpermafrost	['melting', 'permafrost']	1	
5429	coconuts		1	
5430	animalagriculture	['animal', 'agriculture']	5	
5431	mikecavanan		1	
5432	euclimate		1	
5433	bengaluru		2	
5434	islamicfundamentalism		1	
5435	hiroshima		2	
5436	mondaymotivaton		1	
5437	thewaterdigest	['the', 'water', 'digest']	1	
5438	poetryofthesoul	['poetry', 'of', 'the', 'soul']	1	
5439	globalpoli		1	
5440	anthropocene		7	2.0
5441	loirevalley		1	
5442	worldbank	['world', 'bank']	1	
5443	landreform	['land', 'reform']	1	
5444	ukraine		4	
5445	brampton		1	
5446	dutton		1	
5447	undp		1	
5448	catchup		1	
5449	eufunded		2	
5450	dairy		2	1.0
5451	leadgen	['lead', 'gen']	3	
5452	poetrysociety	['poetry', 'society']	1	
5453	unforests		2	
5454	hemphistoryweek	['hemp', 'history', 'week']	1	
5455	naturalworld	['natural', 'world']	1	
5456	tech		11	32.0
5457	lights		1	
5458	amdrawing	['am', 'drawing']	2	
5459	urgent		1	
5460	srkindubai		1	
5461	lessonplan	['lesson', 'plan']	2	
5462	activetravel	['active', 'travel']	1	
5463	climatecomic	['climate', 'comic']	1	
5464	vulnerabiity		1	
5465	nasa		7	3.0
5466	soros		1	
5467	pjnet		1	
5468	workfromhome	['work', 'from', 'home']	1	
5469	ercst		1	
5470	carboncapture	['carbon', 'capture']	3	
5471	grassfed	['grass', 'fed']	1	
5472	oceanacidification		3	1.0
5473	resilience		23	11.0
5474	questions		1	
5475	utopia		1	
5476	rajaampat		2	
5477	twitternews	['twitter', 'news']	2	
5478	thecoaltruth	['the', 'coal', 'truth']	1	
5479	rightonpoint	['right', 'on', 'point']	1	
5480	duststorm	['dust', 'storm']	1	2.0
5481	urbansustainability	['urban', 'sustainability']	1	
5482	survivability		1	
5483	heatstress	['heat', 'stress']	1	
5484	sdg14		3	2.0
5485	warmongers		1	
5486	treenursery	['tree', 'nursery']	1	
5487	reforestkenya		1	
5488	protecttheforests	['protect', 'the', 'forests']	1	
5489	walkaway	['walk', 'away']	1	
5490	wickedgame	['wicked', 'game']	1	
5491	saveourforestsdan		1	
5492	consequences		1	
5493	hinkley		1	
5494	globalhunger	['global', 'hunger']	1	1.0
5495	cleanpower	['clean', 'power']	1	
5496	letstalkclimate	['lets', 'talk', 'climate']	1	
5497	peoplekind	['people', 'kind']	1	
5498	citizenscience	['citizen', 'science']	2	
5499	tmi		2	
5500	incomeinequality	['income', 'inequality']	1	
5501	climateactionnow	['climate', 'action', 'now']	2	76.0
5502	conservewater	['conserve', 'water']	1	
5503	thelastgame	['the', 'last', 'game']	1	
5504	sap		1	
5505	all		2	
5506	basiceducation	['basic', 'education']	1	
5507	humanrightsabuse	['human', 'rights', 'abuse']	1	
5508	cleandelhi		2	
5509	thoughtoftheday	['thought', 'of', 'the', 'day']	1	
5510	gwpf		1	
5511	dawnmoncrief		1	
5512	climatesecurity	['climate', 'security']	1	
5513	football		1	1.0
5514	anotherecologicaltragedy	['another', 'ecological', 'tragedy']	1	
5515	asians		1	
5516	penguins		3	
5517	sciencene		1	
5518	abortions		1	
5519	earthhour2019	['earth', 'hour', '2019']	3	
5520	netzeroenergy	['net', 'zero', 'energy']	1	
5521	agribusiness		1	
5522	management		1	
5523	amcdrr2018		1	
5524	civildisobedience	['civil', 'disobedience']	1	
5525	crueltyfree	['cruelty', 'free']	2	2.0
5526	jess2018		2	
5527	gooddothevegankiosk	['good', 'do', 'the', 'vegan', 'kiosk']	1	
5528	carpets		1	
5529	wakeup	['wake', 'up']	2	3.0
5530	heforshe	['he', 'for', 'she']	1	
5531	citiesforourfuture	['cities', 'for', 'our', 'future']	1	
5532	antivaxx		1	
5533	goodjobs	['good', 'jobs']	1	
5534	oceanisrising	['ocean', 'is', 'rising']	1	
5535	environments		1	
5536	ipa		4	1.0
5537	independentsday	['independents', 'day']	3	
5538	sdg15		1	
5539	bantrophyhunting	['ban', 'trophy', 'hunting']	1	
5540	safedrinkingwater	['safe', 'drinking', 'water']	1	
5541	pei		1	
5542	joinarcdessco		1	
5543	bringthemhere	['bring', 'them', 'here']	2	
5544	ecotourism		1	1.0
5545	rockwool	['rock', 'wool']	1	
5546	saveonenergy	['save', 'on', 'energy']	1	
5547	environmentalhealth	['environmental', 'health']	3	
5548	papst	['pap', 'st']	1	
5549	targets		1	
5550	gameofmates	['game', 'of', 'mates']	1	
5551	actionclimate	['action', 'climate']	1	
5552	savewatersavelife	['save', 'water', 'save', 'life']	1	
5553	stopcarbon	['stop', 'carbon']	2	
5554	fffmauritius		1	
5555	racp18		1	
5556	children		3	1.0
5557	dairyfree	['dairy', 'free']	2	
5558	planet		3	13.0
5559	tch		1	
5560	venice		1	
5561	investment		2	1.0
5562	wbgmeetings		3	
5563	inclusivegrowth	['inclusive', 'growth']	1	
5564	exhibition		5	
5565	nationalclimateassessment	['national', 'climate', 'assessment']	1	
5566	childsbooks		1	
5567	steeldossier	['steel', 'dossier']	1	
5568	futuregenerations	['future', 'generations']	2	
5569	siliconvalley	['silicon', 'valley']	1	
5570	waterandclimate	['water', 'and', 'climate']	1	
5571	interschoolcompetition	['inter', 'school', 'competition']	1	
5572	upsc		1	
5573	tr		1	
5574	leadgeneration	['lead', 'generation']	3	
5575	cya		1	
5576	groundwater		2	
5577	getinformed	['get', 'informed']	3	
5578	inequalities		1	
5579	newdealfornature	['new', 'deal', 'for', 'nature']	1	
5580	pollutionfree	['pollution', 'free']	1	
5581	meateaters	['meat', 'eaters']	1	
5582	baltimore		4	1.0
5583	tutoring		1	
5584	prescientinfo	['prescient', 'info']	7	
5585	johnmuiraward		1	
5586	volatility		2	
5587	tarsands	['tars', 'and', 's']	5	
5588	creatingtheclimateforchange	['creating', 'the', 'climate', 'for', 'change']	1	
5589	hvdc		1	
5590	photography		2	1.0
5591	goptaxscam		5	
5592	buildings		1	
5593	summit		1	
5594	heatwave		30	6.0
5595	wfgact		1	1.0
5596	climatecourage	['climate', 'courage']	1	
5597	unleashopportunity	['unleash', 'opportunity']	1	
5598	childmarriage	['child', 'marriage']	1	
5599	laudatosi		5	1.0
5600	pipeline		2	
5601	bully		2	
5602	doctorwho	['doctor', 'who']	1	
5603	climatechangesolutions	['climate', 'change', 'solutions']	1	
5604	womeninbusiness	['women', 'in', 'business']	1	
5605	mississaugastreetsville		1	
5606	ciobo		2	
5607	oas		1	
5608	escalation		1	
5609	veganhour	['vegan', 'hour']	1	
5610	mica		1	
5611	nporeports		1	
5612	biofuels		4	
5613	needlessdistraction	['needless', 'distraction']	1	
5614	sediment		1	
5615	recyclereuse	['recycle', 'reuse']	1	
5616	millennials	['millennial', 's']	1	
5617	eea		1	
5618	momsdisapprove	['moms', 'disapprove']	1	
5619	utilities		2	
5620	tnc		1	
5621	fieldwork		1	
5622	waterloobridge		1	
5623	tfa2020		1	
5624	history		2	2.0
5625	systems		2	1.0
5626	artist		2	2.0
5627	trees4climate	['trees', '4', 'climate']	2	
5628	jimhalpert		1	
5629	alaska		2	1.0
5630	theatrenews		1	
5631	maputo		1	
5632	theresistance	['the', 'resistance']	15	2.0
5633	wechoosetoplugin	['we', 'choose', 'to', 'plugin']	1	
5634	datasonification	['data', 'son', 'if', 'i', 'cation']	1	
5635	eubiodiversity		1	
5636	wonderwoman	['wonder', 'woman']	1	
5637	saveourseas	['save', 'our', 'seas']	1	
5638	retirement		1	
5639	alp		3	1.0
5640	protectepa		1	
5641	centralamerica		1	
5642	nobelprize		1	
5643	wysiwyg		1	
5644	regionalism		1	
5645	topography		1	
5646	greatsouthernreef	['great', 'southern', 'reef']	1	
5647	nora		2	
5648	climatehoax	['climate', 'hoax']	3	
5649	floodaware	['flood', 'aware']	1	
5650	emmathompson		1	
5651	wickedproblem	['wicked', 'problem']	1	
5652	happyfathersday2018	['happy', 'fathers', 'day', '2018']	1	
5653	floatingisland	['floating', 'island']	1	
5654	ubi		1	2.0
5655	flintwatercrisis	['flint', 'water', 'crisis']	1	
5656	losangeles		3	1.0
5657	pierscorbyn		1	
5658	sharks		1	3.0
5659	bbc		7	4.0
5660	incomesecurity	['income', 'security']	1	
5661	executivepay	['executive', 'pay']	1	
5662	farmersforclimateaction	['farmers', 'for', 'climate', 'action']	1	
5663	accelerateadaptation	['accelerate', 'adaptation']	3	
5664	sustainablefuture	['sustainable', 'future']	1	
5665	hibiscus		1	
5666	scisharsci		1	
5667	bats		1	
5668	preach		1	
